x,y,species cloglog values
914.0,914.0,0.08151091
915.0,915.0,2.434029E-4
916.0,916.0,0.2979992
917.0,917.0,0.002549756
918.0,918.0,0.0021164615
919.0,919.0,1.6070074E-4
920.0,920.0,0.0015051396
921.0,921.0,1.4716356E-4
922.0,922.0,0.037762128
923.0,923.0,0.0029783014
924.0,924.0,0.009304468
925.0,925.0,0.0063828365
926.0,926.0,0.051463578
927.0,927.0,0.65845096
928.0,928.0,2.80592E-4
929.0,929.0,8.083738E-4
930.0,930.0,0.16340837
931.0,931.0,0.03431392
