Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.48471E-4,96.758672428,0.757896257,0.0152033,0.971502591,0
2.48755E-4,97.007262985,0.758287633,0.01402475,0.973622233,0
2.49467E-4,97.281297279,0.759269054,0.012728344,0.976212906,0
2.50079E-4,97.506043913,0.760107449,0.011667649,0.977861517,0
2.50577E-4,97.806584816,0.760789054,0.010135533,0.979039096,0
2.51459E-4,98.007342216,0.761990032,0.009310548,0.981865285,0
2.52151E-4,98.259078303,0.762928656,0.008131998,0.984220443,0
2.52258E-4,98.536519689,0.763073945,0.006835592,0.986811116,0
2.5306E-4,98.763860432,0.764156192,0.005774897,0.988930758,0
2.53807E-4,99.017246305,0.765159599,0.004596346,0.991285916,0
2.54977E-4,99.271574691,0.766722177,0.003417796,0.993641074,0
2.56992E-4,99.501748552,0.769390024,0.002357101,0.995760716,0
2.61735E-4,99.787462925,0.775550623,0.001060695,0.998115874,0
2.7987E-4,100,0.797623908,0.000117855,0.999764484,0
2.7987E-4,100,0.797623908,0,0.999764484,0
